seed,cup,stake,policy,shop_policy,ante_reached,victory,defeat_ante,defeat_blind,gold_earned,gold_final,interest_earned,hands_aces,hands_twos,hands_threes,hands_fours,hands_fives,hands_sixes,hands_three_of_a_kind,hands_four_of_a_kind,hands_full_house,hands_small_straight,hands_large_straight,hands_yahtzee,hands_chance,relics_final,max_hand_score,max_hand_figure
3765,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,2,3,3,1,0,1,1,0,0,1,triplet_master;polished_stone,216,full_house
3766,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,1,0,0,0,0,0,0,clay_piggy_bank,126,sixes
3767,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,3,0,3,3,1,0,1,1,0,0,0,polished_stone,268,full_house
3768,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,1,,126,sixes
3769,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,1,,117,small_straight
3770,standard,3,grid-aware,budget,1,false,1,big,5,1,0,0,0,0,1,1,2,0,0,1,1,0,0,0,clay_piggy_bank;triplet_master,200,full_house
3771,standard,3,grid-aware,budget,2,false,2,boss,23,3,0,0,0,1,3,3,6,0,2,0,1,0,0,4,polished_stone;polished_stone;cracked_die;polished_stone,700,sixes
3772,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,1,0,1,0,0,0,clay_piggy_bank,117,small_straight
3773,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
3774,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,,120,four_of_a_kind
3775,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
3776,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,2,2,2,1,1,0,0,0,0,2,polished_stone;cracked_die;triplet_master,234,sixes
3777,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,0,0,0,1,0,0,2,triplet_master,126,sixes
3778,standard,3,grid-aware,budget,3,false,3,boss,64,28,10,0,0,3,1,8,8,0,1,2,2,2,0,5,polished_stone;clay_piggy_bank;polished_stone;cracked_die;triplet_master,708,full_house
3779,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,1,1,0,0,1,0,0,1,,144,sixes
3780,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,1,3,3,1,0,0,1,0,0,1,cracked_die;triplet_master,315,fives
3781,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,1,1,1,3,3,0,0,1,1,0,0,1,cracked_die,175,small_straight
3782,standard,3,grid-aware,budget,2,false,2,boss,21,1,0,0,0,0,4,6,5,1,2,2,2,0,0,0,triplet_master;polished_stone;triplet_master;clay_piggy_bank,756,four_of_a_kind
3783,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,1,2,2,0,0,0,1,0,0,1,clay_piggy_bank;cracked_die,175,fives
3784,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,1,0,1,2,0,0,0,2,0,0,1,clay_piggy_bank,144,sixes
3785,standard,3,grid-aware,budget,3,false,3,boss,39,7,2,0,0,3,2,7,6,3,0,3,2,2,0,2,polished_stone;cracked_die;triplet_master;polished_stone;cracked_die,960,large_straight
3786,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
3787,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,1,0,0,0,1,triplet_master,176,full_house
3788,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,0,1,0,0,0,triplet_master,144,sixes
3789,standard,3,grid-aware,budget,2,false,2,boss,22,2,0,0,0,1,0,4,5,3,1,2,2,1,0,2,triplet_master;triplet_master;cracked_die;cracked_die;clay_piggy_bank,714,full_house
3790,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,1,2,0,0,1,1,0,0,2,clay_piggy_bank,164,full_house
3791,standard,3,grid-aware,budget,2,false,2,boss,25,5,0,0,0,1,1,6,4,1,1,1,3,1,0,1,cracked_die;polished_stone;clay_piggy_bank;triplet_master,693,full_house
3792,standard,3,grid-aware,budget,1,false,1,boss,9,1,0,0,0,2,0,3,3,0,0,1,0,0,0,3,clay_piggy_bank;clay_piggy_bank;polished_stone,216,full_house
3793,standard,3,grid-aware,budget,3,false,3,boss,74,30,7,0,0,1,0,8,9,2,2,3,4,2,0,2,clay_piggy_bank;clay_piggy_bank;triplet_master;cracked_die;cracked_die,792,full_house
3794,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,1,0,1,0,0,0,,117,small_straight
3795,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,0,2,3,1,1,2,1,0,0,0,triplet_master;clay_piggy_bank;polished_stone,360,four_of_a_kind
3796,standard,3,grid-aware,budget,3,false,3,big,53,21,3,0,0,1,1,1,5,0,6,1,4,2,0,3,triplet_master;triplet_master;triplet_master;clay_piggy_bank;clay_piggy_bank,1210,four_of_a_kind
3797,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,0,2,2,1,0,0,0,0,0,1,clay_piggy_bank,120,fives
3798,standard,3,grid-aware,budget,2,false,2,small,13,5,0,0,0,2,2,3,4,1,0,0,0,1,0,2,polished_stone,450,large_straight
3799,standard,3,grid-aware,budget,2,false,2,big,17,1,0,0,1,0,1,4,4,1,3,2,1,0,0,1,triplet_master;triplet_master;cracked_die;cracked_die,608,four_of_a_kind
3800,standard,3,grid-aware,budget,1,false,1,boss,8,4,0,0,0,1,0,3,2,1,2,0,1,0,0,1,polished_stone,186,sixes
3801,standard,3,grid-aware,budget,2,false,2,big,18,2,0,0,0,0,2,4,5,1,0,0,3,1,0,1,cracked_die;polished_stone,735,large_straight
3802,standard,3,grid-aware,budget,3,false,3,big,40,4,1,0,0,1,3,6,6,1,0,3,1,2,1,2,polished_stone;cracked_die;clay_piggy_bank;cracked_die;triplet_master,945,yahtzee
3803,standard,3,grid-aware,budget,2,false,2,boss,23,3,0,0,0,2,2,4,4,1,1,2,3,1,0,1,polished_stone;cracked_die;clay_piggy_bank;cracked_die;clay_piggy_bank,441,small_straight
3804,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,1,0,2,1,3,1,2,0,1,0,0,1,triplet_master;clay_piggy_bank,288,four_of_a_kind
3805,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,0,3,3,1,0,0,1,1,0,2,polished_stone,220,large_straight
3806,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,1,2,2,0,0,0,0,0,0,1,,126,sixes
3807,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,0,0,0,1,0,0,1,clay_piggy_bank,144,sixes
3808,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,120,fives
3809,standard,3,grid-aware,budget,3,false,3,big,45,11,1,0,0,0,5,6,7,1,0,2,3,1,2,2,polished_stone;clay_piggy_bank;full_house_architect;polished_stone;triplet_master,1197,full_house
3810,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,120,fives
3811,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,2,3,3,0,0,2,0,0,0,2,triplet_master;triplet_master,192,full_house
3812,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
3813,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,1,1,0,1,1,0,0,1,triplet_master,164,full_house
3814,standard,3,grid-aware,budget,1,false,1,boss,10,2,0,0,0,0,2,1,2,0,1,0,2,1,0,0,triplet_master;triplet_master;triplet_master,660,four_of_a_kind
3815,standard,3,grid-aware,budget,1,false,1,boss,10,2,0,0,1,1,0,2,3,0,0,2,1,0,0,1,clay_piggy_bank;clay_piggy_bank,224,full_house
3816,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
3817,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
3818,standard,3,grid-aware,budget,1,false,1,boss,8,4,0,0,0,2,2,2,3,0,1,0,0,1,0,0,cracked_die,175,fives
3819,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,1,2,2,0,0,0,1,0,0,0,polished_stone,165,small_straight
3820,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,1,1,1,1,0,2,0,0,1,triplet_master,144,sixes
3821,standard,3,grid-aware,budget,2,false,2,big,23,3,0,0,0,1,2,3,4,2,2,1,3,0,0,0,clay_piggy_bank;triplet_master;triplet_master;polished_stone;polished_stone,480,four_of_a_kind
3822,standard,3,grid-aware,budget,3,false,3,boss,40,4,0,0,0,1,2,5,5,4,1,1,3,2,0,3,triplet_master;cracked_die;triplet_master;cracked_die;polished_stone,1260,four_of_a_kind
3823,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,1,3,3,1,0,0,2,1,0,0,polished_stone;polished_stone,200,large_straight
3824,standard,3,grid-aware,budget,3,false,3,big,42,10,1,0,0,1,1,6,5,0,4,1,4,1,0,3,cracked_die;triplet_master;triplet_master;clay_piggy_bank;cracked_die,944,four_of_a_kind
3825,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,2,3,3,1,0,0,1,0,0,1,,228,sixes
3826,standard,3,grid-aware,budget,2,false,2,boss,22,2,0,0,0,1,4,6,6,0,1,1,2,0,0,0,polished_stone;cracked_die;cracked_die;triplet_master;cracked_die,385,small_straight
3827,standard,3,grid-aware,budget,1,false,1,boss,9,1,0,0,0,0,2,2,3,1,1,1,2,0,0,0,clay_piggy_bank;triplet_master,188,full_house
3828,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,1,3,3,0,0,1,1,0,0,1,polished_stone;triplet_master,330,full_house
3829,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
3830,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,1,0,1,3,3,1,0,1,1,0,0,1,polished_stone,204,full_house
3831,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,3,2,2,2,0,1,1,0,0,0,polished_stone,234,sixes
3832,standard,3,grid-aware,budget,3,false,3,big,41,9,1,1,0,3,3,3,7,1,1,4,3,0,0,1,polished_stone;clay_piggy_bank;cracked_die;cracked_die;cracked_die,969,full_house
3833,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,1,3,3,0,1,0,2,1,0,1,triplet_master;triplet_master,324,four_of_a_kind
3834,standard,3,grid-aware,budget,4,false,4,big,53,13,3,0,0,1,3,10,8,1,2,3,2,0,1,2,cracked_die;cracked_die;polished_stone;polished_stone;cracked_die,1575,yahtzee
3835,standard,3,grid-aware,budget,1,false,1,boss,9,1,0,1,0,0,1,2,3,0,0,1,1,0,0,1,cracked_die;clay_piggy_bank,216,full_house
3836,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,0,3,3,1,0,0,1,1,0,2,triplet_master;clay_piggy_bank,240,large_straight
3837,standard,3,grid-aware,budget,1,false,1,boss,12,0,0,0,0,0,2,3,3,0,0,0,2,0,0,0,clay_piggy_bank;cracked_die;triplet_master;clay_piggy_bank,175,small_straight
3838,standard,3,grid-aware,budget,2,false,2,boss,23,3,0,0,0,1,5,5,5,0,0,2,1,1,0,2,cracked_die;triplet_master;polished_stone;clay_piggy_bank;polished_stone,441,full_house
3839,standard,3,grid-aware,budget,2,false,2,big,26,2,0,0,1,1,0,5,5,0,0,0,4,0,0,1,cracked_die;cracked_die;clay_piggy_bank;clay_piggy_bank;triplet_master,301,small_straight
3840,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,0,2,3,1,0,0,3,2,0,0,triplet_master,240,large_straight
3841,standard,3,grid-aware,budget,3,false,3,boss,36,4,0,0,0,4,3,6,7,0,3,2,3,1,0,2,polished_stone;cracked_die;triplet_master;triplet_master;cracked_die,1260,four_of_a_kind
3842,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,2,2,3,3,1,0,0,0,1,0,0,cracked_die;clay_piggy_bank,175,fives
3843,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,1,1,1,0,1,0,0,0,triplet_master,132,four_of_a_kind
3844,standard,3,grid-aware,budget,3,false,3,small,46,12,1,0,0,1,2,6,7,0,4,0,5,0,0,1,clay_piggy_bank;cracked_die;clay_piggy_bank;cracked_die;pyramid_of_sixes,660,four_of_a_kind
3845,standard,3,grid-aware,budget,2,false,2,big,18,2,0,0,0,1,2,4,5,0,2,1,2,1,0,0,triplet_master;triplet_master;clay_piggy_bank;triplet_master,540,four_of_a_kind
3846,standard,3,grid-aware,budget,2,false,2,boss,23,3,0,0,0,2,2,5,4,1,1,2,2,2,0,0,polished_stone;triplet_master;triplet_master;cracked_die;clay_piggy_bank,483,full_house
3847,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
3848,standard,3,grid-aware,budget,2,false,2,small,15,3,0,0,0,1,2,3,4,1,1,1,1,0,0,0,polished_stone;clay_piggy_bank;clay_piggy_bank,424,full_house
3849,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,0,0,2,0,0,0,clay_piggy_bank,144,sixes
3850,standard,3,grid-aware,budget,2,false,2,boss,31,7,0,1,0,1,2,4,4,1,2,0,3,1,0,1,cracked_die;clay_piggy_bank;polished_stone;polished_stone;clay_piggy_bank,540,large_straight
3851,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,1,0,0,1,0,0,0,,126,sixes
3852,standard,3,grid-aware,budget,2,false,2,boss,23,3,0,0,0,1,2,5,6,1,1,1,3,0,0,4,polished_stone;clay_piggy_bank;cracked_die,368,chance
3853,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
3854,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,1,3,2,1,3,0,1,0,0,0,,129,small_straight
3855,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,2,0,0,0,0,0,0,clay_piggy_bank,126,sixes
3856,standard,3,grid-aware,budget,3,false,3,boss,51,7,1,0,0,0,8,5,7,0,1,2,4,2,0,3,clay_piggy_bank;cracked_die;cracked_die;cracked_die;polished_stone,1155,large_straight
3857,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,0,0,0,1,0,0,2,,204,sixes
3858,standard,3,grid-aware,budget,2,false,2,big,17,1,0,0,0,2,1,4,5,1,1,1,2,0,0,1,polished_stone;triplet_master;cracked_die;clay_piggy_bank;triplet_master,416,four_of_a_kind
3859,standard,3,grid-aware,budget,3,false,3,boss,52,10,1,0,0,2,5,5,6,1,2,3,4,1,2,0,clay_piggy_bank;cracked_die;polished_stone;polished_stone;ghost_die,1020,yahtzee
3860,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,108,sixes
3861,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,108,sixes
3862,standard,3,grid-aware,budget,2,false,2,small,14,2,0,0,0,1,2,4,4,0,1,1,0,1,0,0,polished_stone;polished_stone;clay_piggy_bank,380,large_straight
3863,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,0,0,1,0,0,1,clay_piggy_bank,144,sixes
3864,standard,3,grid-aware,budget,2,false,2,boss,31,7,0,0,0,1,2,4,5,0,1,3,3,1,0,2,cracked_die;triplet_master;clay_piggy_bank;clay_piggy_bank;triplet_master,459,full_house
3865,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,2,3,3,0,0,0,2,0,0,1,polished_stone;clay_piggy_bank,189,small_straight
3866,standard,3,grid-aware,budget,2,false,2,boss,24,4,0,0,0,2,3,3,5,0,1,3,1,0,0,1,polished_stone;triplet_master;polished_stone,616,full_house
3867,standard,3,grid-aware,budget,1,false,1,boss,11,3,0,0,0,2,1,3,3,1,0,1,0,0,0,1,clay_piggy_bank;polished_stone;clay_piggy_bank,208,full_house
3868,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,120,fives
3869,standard,3,grid-aware,budget,4,false,4,big,59,19,7,0,0,2,3,5,6,2,0,2,3,3,2,3,cracked_die;cracked_die;polished_stone;polished_stone;polished_stone,1365,yahtzee
3870,standard,3,grid-aware,budget,2,false,2,boss,38,8,0,0,0,1,2,4,5,0,0,2,4,1,0,4,cracked_die;clay_piggy_bank;clay_piggy_bank;pyramid_of_sixes;cracked_die,369,full_house
3871,standard,3,grid-aware,budget,2,false,2,big,24,4,0,0,0,1,1,3,5,0,0,3,3,0,0,1,clay_piggy_bank;triplet_master;polished_stone;cracked_die;polished_stone,609,full_house
3872,standard,3,grid-aware,budget,2,false,2,boss,26,2,0,0,0,2,2,5,6,0,1,1,3,1,0,0,triplet_master;triplet_master;cracked_die;clay_piggy_bank;polished_stone,600,four_of_a_kind
3873,standard,3,grid-aware,budget,2,false,2,big,19,3,0,0,0,0,1,4,5,1,2,0,2,0,1,0,triplet_master;triplet_master;triplet_master;polished_stone;clay_piggy_bank,720,yahtzee
3874,standard,3,grid-aware,budget,2,false,2,boss,21,1,0,0,0,2,2,4,6,3,1,2,0,0,0,2,cracked_die;polished_stone;polished_stone,608,full_house
3875,standard,3,grid-aware,budget,1,false,1,boss,12,4,0,1,0,0,2,2,2,0,0,0,1,0,1,2,clay_piggy_bank;clay_piggy_bank,420,yahtzee
3876,standard,3,grid-aware,budget,2,false,2,big,16,0,0,0,0,0,3,4,5,0,1,1,3,0,1,2,triplet_master;cracked_die;clay_piggy_bank;cracked_die,420,yahtzee
3877,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,clay_piggy_bank,132,four_of_a_kind
3878,standard,3,grid-aware,budget,2,false,2,big,22,2,0,0,0,1,1,4,3,1,0,3,1,0,1,1,triplet_master;polished_stone;triplet_master;clay_piggy_bank,644,three_of_a_kind
3879,standard,3,grid-aware,budget,2,false,2,boss,28,4,0,0,1,2,1,5,3,0,1,1,1,1,1,2,clay_piggy_bank;cracked_die;cracked_die;clay_piggy_bank;polished_stone,441,small_straight
3880,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,clay_piggy_bank,132,four_of_a_kind
3881,standard,3,grid-aware,budget,3,false,3,small,49,15,1,0,0,1,3,6,6,0,0,3,5,0,0,1,cracked_die;clay_piggy_bank;clay_piggy_bank;ghost_die;cracked_die,530,full_house
3882,standard,3,grid-aware,budget,1,false,1,boss,11,1,0,0,0,0,3,3,3,0,1,0,1,1,0,0,clay_piggy_bank;full_house_architect,240,large_straight
3883,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,0,1,0,0,0,0,1,clay_piggy_bank,144,sixes
3884,standard,3,grid-aware,budget,1,false,1,boss,10,2,0,0,0,0,1,2,3,0,2,0,1,0,0,0,triplet_master;cracked_die;polished_stone,520,four_of_a_kind
3885,standard,3,grid-aware,budget,2,false,2,big,19,3,0,0,0,2,1,3,4,1,0,2,1,0,0,2,cracked_die;cracked_die;cracked_die;polished_stone,470,full_house
3886,standard,3,grid-aware,budget,2,false,2,boss,22,2,0,0,0,3,4,4,5,1,1,0,0,1,0,2,triplet_master;cracked_die;cracked_die;polished_stone;cracked_die,396,four_of_a_kind
3887,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,1,0,0,0,0,0,triplet_master,132,four_of_a_kind
3888,standard,3,grid-aware,budget,1,false,1,boss,8,4,0,0,0,1,1,2,3,0,0,1,1,1,0,1,,315,full_house
3889,standard,3,grid-aware,budget,3,false,3,big,36,4,0,0,0,3,2,3,7,0,1,1,2,1,0,3,cracked_die;polished_stone;cracked_die;cracked_die;polished_stone,1200,large_straight
3890,standard,3,grid-aware,budget,2,false,2,boss,23,3,0,0,0,2,2,5,6,0,0,1,2,1,0,1,cracked_die;cracked_die;triplet_master;triplet_master;cracked_die,550,large_straight
3891,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,0,0,0,0,0,0,1,triplet_master,144,sixes
3892,standard,3,grid-aware,budget,3,false,3,boss,70,28,7,0,0,2,0,5,8,1,2,0,5,3,0,4,clay_piggy_bank;clay_piggy_bank;polished_stone;stellar_alignment;cracked_die,900,large_straight
3893,standard,3,grid-aware,budget,3,false,3,big,30,2,0,0,0,6,3,4,5,0,2,1,4,2,0,2,cracked_die;triplet_master;triplet_master;cracked_die;cracked_die,715,large_straight
3894,standard,3,grid-aware,budget,3,false,3,big,32,0,0,0,0,2,4,5,6,0,0,3,3,2,0,2,polished_stone;polished_stone;cracked_die;triplet_master;triplet_master,931,full_house
3895,standard,3,grid-aware,budget,3,false,3,boss,41,9,2,0,0,1,1,7,7,0,2,3,3,2,0,2,polished_stone;cracked_die;triplet_master;polished_stone;polished_stone,1790,four_of_a_kind
3896,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,1,2,3,0,1,0,2,0,0,2,cracked_die;cracked_die,240,fives
3897,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
3898,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
3899,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,2,2,3,0,0,2,2,0,0,0,cracked_die;polished_stone;clay_piggy_bank,357,full_house
3900,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,1,3,3,0,0,0,1,1,0,1,cracked_die;cracked_die,240,fives
3901,standard,3,grid-aware,budget,3,false,3,big,36,4,0,0,1,1,2,3,5,2,0,1,7,0,0,1,cracked_die;cracked_die;triplet_master;cracked_die;cracked_die,696,small_straight
3902,standard,3,grid-aware,budget,2,false,2,small,13,1,0,0,0,0,4,3,4,0,0,0,1,1,0,2,polished_stone;triplet_master,300,large_straight
3903,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,1,2,1,1,0,0,1,0,0,0,triplet_master,144,sixes
3904,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
3905,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,3,1,2,3,0,2,0,0,0,0,1,triplet_master;polished_stone,288,four_of_a_kind
3906,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,1,3,3,0,1,1,2,0,0,0,triplet_master;clay_piggy_bank,396,four_of_a_kind
3907,standard,3,grid-aware,budget,2,false,2,big,18,2,1,0,0,0,2,5,3,2,3,0,1,1,0,1,triplet_master;polished_stone;triplet_master,396,four_of_a_kind
3908,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,108,sixes
3909,standard,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,triplet_master;triplet_master,172,full_house
3910,standard,3,grid-aware,budget,1,false,1,big,4,0,0,1,0,0,0,2,1,0,0,2,0,0,0,1,triplet_master,208,full_house
3911,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,,132,four_of_a_kind
3912,standard,3,grid-aware,budget,3,false,3,boss,60,20,3,0,0,1,2,8,8,0,3,3,3,1,0,0,clay_piggy_bank;polished_stone;cracked_die;clay_piggy_bank;polished_stone,889,full_house
3913,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,1,3,2,1,0,0,1,2,0,0,polished_stone;triplet_master;cracked_die,300,large_straight
3914,standard,3,grid-aware,budget,2,false,2,boss,23,3,0,0,0,2,4,5,4,2,1,1,1,0,1,2,cracked_die;polished_stone;clay_piggy_bank;polished_stone,400,yahtzee
3915,standard,3,grid-aware,budget,2,false,2,boss,21,1,0,0,0,0,2,4,5,0,3,2,3,1,0,2,cracked_die;triplet_master;cracked_die;clay_piggy_bank,680,four_of_a_kind
3916,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,2,1,1,0,0,0,0,1,cracked_die,126,sixes
3917,standard,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,2,3,3,0,1,0,2,0,0,1,polished_stone;polished_stone,249,small_straight
3918,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,1,2,0,2,0,0,0,0,0,clay_piggy_bank,132,four_of_a_kind
3919,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
3920,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
3921,standard,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,2,3,3,0,1,1,1,0,0,0,clay_piggy_bank;cracked_die;cracked_die,273,small_straight
3922,standard,3,grid-aware,budget,2,false,2,small,19,3,0,0,0,1,2,3,3,0,3,1,2,0,0,0,triplet_master;clay_piggy_bank;clay_piggy_bank;triplet_master,324,four_of_a_kind
3923,standard,3,grid-aware,budget,3,false,3,small,44,16,1,0,0,2,2,5,5,1,2,2,2,2,0,3,polished_stone;clay_piggy_bank;triplet_master;clay_piggy_bank;cracked_die,684,four_of_a_kind
3924,standard,3,grid-aware,budget,4,false,4,big,78,34,15,0,0,0,3,4,8,2,1,4,5,2,1,1,polished_stone;cracked_die;clay_piggy_bank;cracked_die;polished_stone,1295,yahtzee
3925,standard,3,grid-aware,budget,3,false,3,big,48,16,3,0,1,0,1,7,6,1,1,3,3,0,0,3,cracked_die;clay_piggy_bank;cracked_die;polished_stone;cracked_die,1320,full_house
3926,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,1,0,0,0,0,0,clay_piggy_bank,144,sixes
3927,standard,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
3928,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,1,0,1,0,1,0,0,1,triplet_master,144,sixes
3929,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,2,1,2,0,0,0,0,0,clay_piggy_bank,126,sixes
3930,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,1,2,2,0,0,0,1,0,0,0,,126,sixes
3931,standard,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,2,1,0,0,1,0,0,1,clay_piggy_bank,126,sixes
3932,standard,3,grid-aware,budget,3,false,3,small,38,8,0,0,1,1,1,6,5,2,1,1,4,0,1,1,clay_piggy_bank;pyramid_of_sixes;triplet_master;polished_stone;triplet_master,1442,three_of_a_kind
3933,standard,3,grid-aware,budget,4,false,4,big,53,9,3,0,1,2,2,4,8,3,3,3,3,4,0,0,cracked_die;cracked_die;polished_stone;polished_stone;polished_stone,1485,large_straight
